Lat,Lon,AGB
32.345089308496505,-64.9994610881397,55.157718658447266
32.345089308496505,-64.49946278897133,161.88682556152344
30.840820886820108,130.9998721858615,111.02713775634766
30.33939807959464,130.9998721858615,65.61679077148438
29.837975272369178,-91.49937094406333,42.11408615112305
29.837975272369178,-88.99937944822148,27.65383529663086
29.33655246514371,-112.49929950913489,60.27284240722656
29.33655246514371,-111.99930120996652,53.253902435302734
29.33655246514371,-91.49937094406333,31.17001724243164
29.33655246514371,-90.99937264489496,51.48357391357422
29.33655246514371,-90.4993743457266,37.52803039550781
29.33655246514371,-89.99937604655823,39.16157150268555
29.33655246514371,-89.49937774738986,34.1766357421875
29.33655246514371,-88.99937944822148,40.21649169921875
29.33655246514371,-82.99939985820103,53.33659744262695
29.33655246514371,-80.99940666152756,66.15592193603516
28.835129657918245,-113.49929610747164,60.84431838989258
28.835129657918245,-112.99929780830325,36.39908981323242
28.835129657918245,-111.99930120996652,35.441314697265625
28.835129657918245,-90.99937264489496,40.58948516845703
28.835129657918245,-90.4993743457266,37.65232849121094
28.835129657918245,-89.49937774738986,23.986181259155273
28.835129657918245,-82.99939985820103,110.81319427490234
28.835129657918245,-82.49940155903266,35.36846923828125
28.835129657918245,-80.99940666152756,57.67451858520508
28.333706850692778,-111.49930291079815,63.9857177734375
28.333706850692778,-82.99939985820103,59.27239227294922
28.333706850692778,-82.49940155903266,50.18883514404297
28.333706850692778,-80.49940836235919,29.290285110473633
28.333706850692778,34.50020044636601,4.415586948394775
28.333706850692778,120.99990620249407,28.09304428100586
28.333706850692778,129.49987728835637,145.84396362304688
27.832284043467315,-113.99929440664,22.933515548706055
27.832284043467315,-112.49929950913489,28.584217071533203
27.832284043467315,-110.99930461162978,58.61017990112305
27.832284043467315,-110.49930631246141,41.751346588134766
27.832284043467315,-82.99939985820103,55.258705139160156
27.832284043467315,-82.49940155903266,79.56159210205078
27.832284043467315,-80.49940836235919,35.098506927490234
27.330861236241848,-111.99930120996652,40.05167007446289
27.330861236241848,-110.49930631246141,31.03131866455078
27.330861236241848,-109.99930801329303,85.97228240966797
27.330861236241848,-82.49940155903266,58.93679428100586
27.330861236241848,-80.49940836235919,54.72547912597656
27.330861236241848,-79.99941006319081,48.21780776977539
27.330861236241848,-78.4994151656857,27.87738037109375
27.330861236241848,-77.99941686651734,25.6309814453125
27.330861236241848,34.00020214719764,7.257728099822998
27.330861236241848,36.00019534387111,4.306100845336914
27.330861236241848,49.00015112224874,34.47785568237305
27.330861236241848,49.500149421417134,25.246246337890625
27.330861236241848,56.500125609774315,53.80122756958008
27.330861236241848,57.00012390894268,82.75740814208984
27.330861236241848,120.49990790332573,20.210391998291016
26.829438429016385,-113.49929610747164,49.8049430847168
