Lat,Lon,Height
15.822,-87.578,27
15.822,-87.595,19
16.404,-86.399,4
16.401,-86.399,15
16.418,-85.944,17
16.455,-85.863,17
16.089,-86.889,1
16.119,-86.902,6
16.098,-86.909,4
16.093,-86.914,1
16.11,-86.942,2
7.352,134.539,8
7.352,134.539,8
7.352,134.539,8
