Lat,Lon,Height
22.721,113.765,0
24.393,117.903,0
19.883,110.617,15.43157387
21.467,109.717,22.59417152
21.467,109.717,22.59417152
21.467,109.717,22.59417152
21.467,109.717,22.59417152
21.467,109.717,22.59417152
21.467,109.717,22.59417152
22.519,114.024,3.218568325
26.183,127.667,0
26.183,127.667,0
26.183,127.667,0
25.135,121.459,0
23.934,120.314,0
23.934,120.314,0
23.119,120.089,0
22.502,114.031,6.250314236
22.502,114.031,6.250314236
22.502,114.031,6.250314236
22.502,114.031,6.250314236
22.502,114.031,6.250314236
22.502,114.031,6.250314236
22.502,114.031,6.250314236
22.502,114.031,6.250314236
22.502,114.031,6.250314236
22.502,114.031,6.250314236
22.502,114.031,6.250314236
22.502,114.031,6.250314236
22.502,114.031,6.250314236
22.502,114.031,6.250314236
22.502,114.031,6.250314236
22.502,114.031,6.250314236
-8.394,114.627,22.53719139
-8.396,114.629,20.01228142
-8.394,114.632,12.76526928
-8.392,114.627,22.47496986
-8.394,114.631,8.522839546
-8.394,114.629,21.88539886
26.183,127.667,0
-7.66,109.03,2.866257668
4.833,100.583,25.45532036
4.833,100.6,8.405531883
25.487,-80.343,10.41615868
25.472,-80.345,0
6.213,102.179,15.97000313
22.519,114.024,3.218568325
12.2,102.5,5.273199558
12.2,102.5,5.273199558
12.2,102.5,5.273199558
21.688,88.338,10.41384029
21.688,88.338,10.41384029
21.688,88.338,10.41384029
21.688,88.338,10.41384029
21.636,88.33,0
21.636,88.33,0
21.716,88.296,7.385750771
21.716,88.296,7.385750771
21.868,88.643,4.102562904
21.868,88.643,4.102562904
21.68,88.635,18.16529655
19.167,-69.632,10.56639385
19.167,-69.635,10.79041195
19.168,-69.638,9.96009922
19.168,-69.64,6.554182529
19.17,-69.649,12.2181406
19.17,-69.651,12.49575615
19.171,-69.652,17.60108566
19.171,-69.654,17.65341187
19.171,-69.655,22.39690018
19.171,-69.656,20.41683388
19.172,-69.658,8.17188549
19.172,-69.66,0
19.172,-69.661,0
19.173,-69.663,0
19.128,-69.64,15.62780762
19.128,-69.642,12.79187584
19.128,-69.644,6.199666977
19.127,-69.646,9.511045456
19.126,-69.649,15.25317097
19.126,-69.65,17.82314491
19.126,-69.652,19.38686562
19.125,-69.653,21.46955681
19.125,-69.655,12.72952461
20.953,110.176,0
21.003,110.198,0
20.979,110.178,0
20.909,110.177,0
11.766,75.478,11.32032299
11.767,75.486,5.361559391
11.763,75.515,6.346155643
-32.875,151.75,0
-33.5,151.5,0
12.183,102.567,7.150093079
12.183,102.567,7.150093079
12.183,102.567,7.150093079
12.183,102.567,7.150093079
13.057,100.094,8.023293495
13.058,100.09,9.258044243
8.825,105.192,2.807780266
8.834,105.244,0
8.832,105.216,16.06193542
-5.551,105.075,0
-5.537,105.146,0
-5.707,105.266,14.98144722
-4.234,119.603,0
-0.008,103.809,4.835064888
-0.008,103.809,4.835064888
-0.008,103.809,4.835064888
-0.008,103.809,4.835064888
-0.008,103.809,4.835064888
-0.008,103.809,4.835064888
-18.836,36.276,0
-18.836,36.276,0
-18.836,36.276,0
-18.836,36.276,0
-18.836,36.276,0
25.191,-80.646,6.36154747
-27.401,153.136,15.62355328
-27.401,153.136,15.62355328
-27.401,153.136,15.62355328
-5.759,-35.211,0
-33.816,151.139,0
-33.816,151.139,0
11.068,122.957,0
11.824,122.146,0
-7.812,-34.828,0
-23,-44,0
-4.413,39.51,3.043982506
-4.419,39.515,8.386533737
9.903,98.567,4.167765141
-29.8,31.05,0
-26.197,-48.745,0
-26.195,-48.733,14.26021671
-26.192,-48.723,45.36545563
9.35,-82.25,2.290874004
9.35,-82.25,2.290874004
9.35,-82.25,2.290874004
9.35,-82.25,2.290874004
9.896,118.739,15.71685696
9.927,118.761,13.0562439
9.942,118.799,5.492360592
9.813,118.755,6.451559544
9.835,118.744,1.186269045
9.814,118.763,8.131016731
6.753,99.852,0
1.284,-78.906,23.03182602
0.611,-80.016,25.2816906
0.362,-80.038,0
-0.635,-80.419,0
23.62,58.481,0
8.709,104.821,13.39700794
8.709,104.82,13.65706635
8.708,104.82,13.99042606
-13.553,48.452,8.568164825
-13.574,48.445,6.636478901
-13.561,48.461,0
27.86,-97.08,3.851923704
27.86,-97.08,3.851923704
-4.477,-37.779,7.647324085
-4.449,-37.786,10.70405102
-4.539,-37.782,11.25867844
-2.869,-40.145,15.26457691
-2.844,-40.134,10.8506012
-2.85,-40.031,9.217663765
-2.393,104.76,10.67251492
-2.384,104.789,18.1090889
-2.368,104.81,13.06285191
-2.346,104.833,7.160554409
-2.315,104.843,6.170835972
11.743,122.387,10.31579399
11.743,122.387,10.31579399
10.793,122.706,6.846713066
10.793,122.706,6.846713066
10.762,122.624,0
10.838,122.784,9.479272842
24.483,124.217,0
4.867,-52.317,23.93855858
4.867,-52.317,23.93855858
5.425,-52.917,0
5.425,-52.917,0
4.867,-52.317,23.93855858
5.5,-53.167,0
5.425,-52.917,0
20.483,86.69,0
20.483,86.688,0
