Lat,Lon,AGB
32.345089308496505,-64.9994610881397,48.49264144897461
32.345089308496505,-64.49946278897133,92.05382537841797
30.840820886820108,130.9998721858615,76.38096618652344
30.33939807959464,130.9998721858615,71.36677551269531
29.837975272369178,-91.49937094406333,37.25291061401367
29.837975272369178,-88.99937944822148,25.53205108642578
29.33655246514371,-112.49929950913489,69.20050811767578
29.33655246514371,-111.99930120996652,65.8319320678711
29.33655246514371,-91.49937094406333,27.231304168701172
29.33655246514371,-90.99937264489496,38.14390182495117
29.33655246514371,-90.4993743457266,27.629384994506836
29.33655246514371,-89.99937604655823,32.179378509521484
29.33655246514371,-89.49937774738986,27.35858154296875
29.33655246514371,-88.99937944822148,33.098323822021484
29.33655246514371,-82.99939985820103,72.66963958740234
29.33655246514371,-80.99940666152756,65.34522247314453
28.835129657918245,-113.49929610747164,75.78324127197266
28.835129657918245,-112.99929780830325,37.262393951416016
28.835129657918245,-111.99930120996652,47.360595703125
28.835129657918245,-90.99937264489496,36.69937515258789
28.835129657918245,-90.4993743457266,36.0914306640625
28.835129657918245,-89.49937774738986,21.352272033691406
28.835129657918245,-82.99939985820103,50.970943450927734
28.835129657918245,-82.49940155903266,42.36516189575195
28.835129657918245,-80.99940666152756,44.93016815185547
28.333706850692778,-111.49930291079815,85.05451202392578
28.333706850692778,-82.99939985820103,67.92599487304688
28.333706850692778,-82.49940155903266,59.618228912353516
28.333706850692778,-80.49940836235919,41.25498580932617
28.333706850692778,34.50020044636601,3.302111864089966
28.333706850692778,120.99990620249407,31.98552703857422
28.333706850692778,129.49987728835637,112.4236068725586
27.832284043467315,-113.99929440664,18.123943328857422
27.832284043467315,-112.49929950913489,32.66813278198242
27.832284043467315,-110.99930461162978,76.82640838623047
27.832284043467315,-110.49930631246141,45.6507682800293
27.832284043467315,-82.99939985820103,59.54622268676758
27.832284043467315,-82.49940155903266,67.46595764160156
27.832284043467315,-80.49940836235919,41.03679656982422
27.330861236241848,-111.99930120996652,43.29097366333008
27.330861236241848,-110.49930631246141,28.6438045501709
27.330861236241848,-109.99930801329303,101.86137390136719
27.330861236241848,-82.49940155903266,73.39977264404297
27.330861236241848,-80.49940836235919,73.28095245361328
27.330861236241848,-79.99941006319081,61.06614685058594
27.330861236241848,-78.4994151656857,43.80924987792969
27.330861236241848,-77.99941686651734,37.36521530151367
27.330861236241848,34.00020214719764,6.339638710021973
27.330861236241848,36.00019534387111,3.1505043506622314
27.330861236241848,49.00015112224874,43.47456741333008
27.330861236241848,49.500149421417134,24.376007080078125
27.330861236241848,56.500125609774315,50.71431350708008
27.330861236241848,57.00012390894268,93.27584838867188
27.330861236241848,120.49990790332573,24.082530975341797
26.829438429016385,-113.49929610747164,58.62568283081055
26.829438429016385,-112.99929780830325,33.13318634033203
26.829438429016385,-111.99930120996652,97.41326904296875
26.829438429016385,-111.49930291079815,73.81653594970703
26.829438429016385,-109.99930801329303,34.89372253417969
26.829438429016385,-109.49930971412466,42.55638122558594
26.829438429016385,-82.49940155903266,62.18730926513672
26.829438429016385,-81.9994032598643,98.0489501953125
26.829438429016385,-79.99941006319081,61.402679443359375
26.829438429016385,-78.99941346485407,59.85037612915039
26.829438429016385,-78.4994151656857,38.07343292236328
26.829438429016385,-77.99941686651734,32.73918914794922
26.829438429016385,-77.49941856734897,40.53578186035156
26.829438429016385,-76.99942026818059,44.10526657104492
26.829438429016385,34.00020214719764,3.028477430343628
26.829438429016385,36.00019534387111,4.993448734283447
26.829438429016385,50.0001477205855,30.760971069335938
26.829438429016385,55.50012901143758,38.3494987487793
26.829438429016385,56.00012731060595,44.44877624511719
26.829438429016385,57.00012390894268,95.41517639160156
26.829438429016385,119.499911304989,20.869102478027344
26.829438429016385,119.99990960415734,25.58394432067871
26.829438429016385,127.99988239085128,121.8469467163086
26.328015621790918,-112.99929780830325,88.74078369140625
26.328015621790918,-111.99930120996652,60.97593307495117
26.328015621790918,-111.49930291079815,105.58260345458984
26.328015621790918,-109.49930971412466,82.11222839355469
26.328015621790918,-108.9993114149563,60.508846282958984
26.328015621790918,-96.9993522349154,29.743192672729492
26.328015621790918,-81.9994032598643,106.67180633544922
26.328015621790918,-81.49940496069593,113.81046295166016
26.328015621790918,-79.99941006319081,62.305023193359375
26.328015621790918,-78.99941346485407,36.62773513793945
