FID,CLSFID,ID_Country,ORIG_FID,Lat,Lon
3133,3180,3180 Netherlands,3133,51.420471177000003,3.684314494590000
3134,3181,3181 Netherlands,3134,51.390424142599997,3.832079991460000
3135,3182,3182 Netherlands,3135,51.428226456600001,3.979166632080000
3136,3183,3183 Netherlands,3136,51.415748505499998,4.126946044510000
3137,3190,3190 Netherlands,3137,51.381957718099997,3.395666469140000
3138,3191,3191 Netherlands,3138,51.404056818299999,3.568333155860000
3139,3192,3192 Netherlands,3139,51.341394056399999,3.832608331150000
3140,3193,3193 Netherlands,3140,51.370123562000003,4.083331824860000
3141,8847,8847 Netherlands,3141,51.619789109000003,3.954803352820000
3142,8848,8848 Netherlands,3142,51.633382864900000,3.905376220130000
3143,8849,8849 Netherlands,3143,51.742590210000003,3.892240428890000
3144,8850,8850 Netherlands,3144,51.646741087499997,4.100099163460000
3145,8851,8851 Netherlands,3145,51.621917898500001,4.029360747310000
3146,2753,2753 Norway,3146,69.281822824100004,19.331893829500000
3147,2754,2754 Norway,3147,68.018207502199999,16.148209647700000
3148,9095,9095 Norway,3148,70.046013111799994,18.834493159699999
3149,9102,9102 Norway,3149,70.228337084800003,19.114612502500002
3150,9103,9103 Norway,3150,70.028327916400002,19.297080997799998
3151,9106,9106 Norway,3151,69.945845306500004,19.667842118500001
3152,9109,9109 Norway,3152,70.160843747700000,19.491177391899999
3153,9113,9113 Norway,3153,70.179324550600001,19.831802546300001
3154,9132,9132 Norway,3154,70.076358388299994,20.562811658400001
3155,9139,9139 Norway,3155,70.006652370300003,20.938372804099998
3156,9049,9049 Norway,3156,68.634020634400002,15.426305676400000
3157,9050,9050 Norway,3157,68.377066944099994,15.764060341600000
3158,9051,9051 Norway,3158,68.764861538700004,16.105107909000001
3159,9061,9061 Norway,3159,68.892108707299997,16.428200682100002
3160,9067,9067 Norway,3160,68.744773699000007,16.982610926800000
3161,9068,9068 Norway,3161,69.415240101899997,17.424599375700002
3162,9069,9069 Norway,3162,68.795817381399999,17.274114634400000
3163,9085,9085 Norway,3163,69.020296288300003,17.466791773299999
3164,9092,9092 Norway,3164,69.710512514000001,18.532632857500001
3165,9101,9101 Norway,3165,69.660907709499995,18.977805527499999
3166,9133,9133 Norway,3166,69.804511452599996,20.655441181600001
3167,2756,2756 Norway,3167,65.035579559200002,12.013208593300000
3168,8985,8985 Norway,3168,65.608763635399995,11.870862780800000
3169,8988,8988 Norway,3169,65.313089650300000,12.320904073299999
3170,8989,8989 Norway,3170,65.191726571700002,12.126903193500000
3171,9001,9001 Norway,3171,66.126876286599995,12.469149023900000
3172,9003,9003 Norway,3172,65.946920952200003,12.655083797100000
3173,9016,9016 Norway,3173,67.989822114099994,12.928947874700000
3174,9041,9041 Norway,3174,68.120286085900005,13.260397505700000
3175,9042,9042 Norway,3175,68.136108373799999,13.836666115500000
3176,9046,9046 Norway,3176,68.255175729000001,14.135604014700000
3177,9047,9047 Norway,3177,68.240179584600000,14.698761307800000
3178,9048,9048 Norway,3178,67.052720131100003,14.118935000200000
3179,9055,9055 Norway,3179,68.756106628900000,14.879133762500000
3180,9056,9056 Norway,3180,67.948470267399998,15.121306458599999
3181,9057,9057 Norway,3181,69.143805271199994,15.765773432200000
3182,9059,9059 Norway,3182,67.977800104300002,15.711987888800000
3183,9060,9060 Norway,3183,68.407743781199997,16.283234031399999
3184,2945,2945 Russian Federation,3184,59.781865962300003,28.745731424300001
3185,2491,2491 Russian Federation,3185,42.643397435099999,131.025206991000005
3186,662,662 Russian Federation,3186,43.680160001099999,39.582235565900000
3187,9993,9993 Russian Federation,3187,81.227090331699998,90.830141111499998
3188,10005,10005 Russian Federation,3188,80.034810742600001,92.368134534800006
3189,10007,10007 Russian Federation,3189,80.192884507700001,95.572290867800007
3190,10008,10008 Russian Federation,3190,81.053493485900006,93.700706318800002
3191,10009,10009 Russian Federation,3191,81.108780716900000,94.625511545500004
3192,10012,10012 Russian Federation,3192,81.051282159799996,93.659035447299999
3193,10013,10013 Russian Federation,3193,81.029751501299998,93.374487157900006
3194,10014,10014 Russian Federation,3194,81.000518784799993,93.121303397000005
3195,10015,10015 Russian Federation,3195,80.997589097200006,93.100471335400002
3196,10016,10016 Russian Federation,3196,80.979374440800001,93.068589945499994
3197,10017,10017 Russian Federation,3197,80.955813091899998,93.131504428100001
3198,10018,10018 Russian Federation,3198,80.917724595300001,93.077865440899998
3199,10019,10019 Russian Federation,3199,80.910345849999999,92.973676173699999
3200,10020,10020 Russian Federation,3200,80.892221495900003,92.770792978399996
3201,10021,10021 Russian Federation,3201,80.832195267700001,92.669063410600003
3202,10022,10022 Russian Federation,3202,80.808964464200002,92.606746067900005
3203,10023,10023 Russian Federation,3203,80.790760025899999,92.543613277199995
3204,10024,10024 Russian Federation,3204,80.777245009900000,92.514517888300006
3205,10025,10025 Russian Federation,3205,80.696585795900006,92.937571936699996
3206,10026,10026 Russian Federation,3206,80.610008668899994,92.788224409500003
3207,10027,10027 Russian Federation,3207,80.509309702899998,92.720354400500000
3208,10028,10028 Russian Federation,3208,80.508129897900005,92.435367465900001
3209,10029,10029 Russian Federation,3209,80.482639298099997,92.101924745600002
3210,10031,10031 Russian Federation,3210,80.414210874899993,92.239386521599997
3211,10033,10033 Russian Federation,3211,80.282273097800001,92.368925437900003
3212,10035,10035 Russian Federation,3212,80.110818391099997,92.925369683800000
3213,10039,10039 Russian Federation,3213,80.016956152099993,94.123631691100002
3214,10071,10071 Russian Federation,3214,79.705226109899996,97.202745864500002
3215,10010,10010 Russian Federation,3215,81.254838075300000,95.057016057300004
3216,10011,10011 Russian Federation,3216,81.009060387800005,96.578959145699997
3217,2653,2653 Russian Federation,3217,75.722488386999999,92.047759912999993
3218,10006,10006 Russian Federation,3218,79.381545047299994,92.785999345199997
3219,10040,10040 Russian Federation,3219,76.574177211099993,94.107351617199996
3220,10041,10041 Russian Federation,3220,76.589883083600000,93.873079246499998
3221,10042,10042 Russian Federation,3221,76.598844591499997,94.116774565200004
3222,10043,10043 Russian Federation,3222,76.211683556599993,94.703077577299993
3223,10044,10044 Russian Federation,3223,76.678812780200005,95.068204781800006
3224,10065,10065 Russian Federation,3224,78.989760995300003,96.446793105400005
3225,10066,10066 Russian Federation,3225,79.325462341100007,94.313866193600006
3226,10067,10067 Russian Federation,3226,79.431759017600001,94.056565841600005
3227,10068,10068 Russian Federation,3227,79.454373326699994,93.731584556800001
3228,10069,10069 Russian Federation,3228,79.659930352000003,93.745703784100002
3229,10070,10070 Russian Federation,3229,79.904408481199994,94.235775831100000
3230,2637,2637 Russian Federation,3230,76.277626024200003,99.394843946999998
3231,2638,2638 Russian Federation,3231,76.488052321699996,98.819721242000000
3232,2639,2639 Russian Federation,3232,76.484884408799999,100.540049709000002
3233,2652,2652 Russian Federation,3233,75.724478161700006,99.268232048100003
3234,10046,10046 Russian Federation,3234,76.667781097499997,95.620894824199993
3235,10047,10047 Russian Federation,3235,77.093027417800002,95.905979461499996
3236,10048,10048 Russian Federation,3236,76.685531601700006,96.172210584599995
3237,10049,10049 Russian Federation,3237,76.935477943799995,96.144074821000004
3238,10050,10050 Russian Federation,3238,76.148036114600004,95.953597356800003
3239,10051,10051 Russian Federation,3239,76.061044616700002,97.013164933900001
3240,10052,10052 Russian Federation,3240,76.253711323399997,96.892993374200003
3241,10055,10055 Russian Federation,3241,76.747459215199996,97.282346416999999
3242,10056,10056 Russian Federation,3242,76.766285346800004,97.114686902499997
3243,10057,10057 Russian Federation,3243,76.774589229000000,97.370039820800002
3244,10061,10061 Russian Federation,3244,76.684174029000005,97.483288202300002
3245,10063,10063 Russian Federation,3245,76.780294702500001,97.817675654400006
3246,10075,10075 Russian Federation,3246,77.940689074199994,99.510413999199997
3247,10076,10076 Russian Federation,3247,77.948226885699995,99.462399045500007
3248,10077,10077 Russian Federation,3248,77.961570726999994,99.421081418499995
3249,10078,10078 Russian Federation,3249,78.001553799899995,99.366523243700001
3250,10079,10079 Russian Federation,3250,78.077573668200003,99.429431929200007
3251,10080,10080 Russian Federation,3251,78.087608324700000,99.450149410199998
3252,10081,10081 Russian Federation,3252,78.108306521800003,99.483829899300005
3253,10082,10082 Russian Federation,3253,78.170633275599997,99.540569964900001
3254,10083,10083 Russian Federation,3254,78.218746172799996,99.662608972699999
3255,10084,10084 Russian Federation,3255,78.259791376500004,99.766719327399997
3256,10085,10085 Russian Federation,3256,78.303566525799994,99.888934455099999
3257,10086,10086 Russian Federation,3257,78.343145383400000,99.996702983199995
3258,10087,10087 Russian Federation,3258,78.365605622600000,100.003180623000006
3259,10111,10111 Russian Federation,3259,78.828598011400004,102.462196211999995
3260,10112,10112 Russian Federation,3260,79.643581710899994,100.105414779000000
3261,2631,2631 Russian Federation,3261,77.033499922900006,106.094647649999999
3262,2634,2634 Russian Federation,3262,77.560118092200000,105.230026772000002
3263,2635,2635 Russian Federation,3263,77.668127120899996,104.426165013000002
3264,2636,2636 Russian Federation,3264,77.635117481099996,103.604078940999997
3265,2640,2640 Russian Federation,3265,76.670089709099997,101.123729592999993
3266,2641,2641 Russian Federation,3266,76.775941575900006,101.052075509000005
3267,2642,2642 Russian Federation,3267,76.863687149599997,100.856190033000004
3268,2643,2643 Russian Federation,3268,76.910446154400006,100.881133918000003
3269,2644,2644 Russian Federation,3269,76.927987112500006,100.901800651000002
3270,2645,2645 Russian Federation,3270,76.945422792299993,100.925641694999996
3271,2646,2646 Russian Federation,3271,76.985169846399998,100.955116766000003
3272,2647,2647 Russian Federation,3272,76.989249817300006,101.114623621000007
3273,2648,2648 Russian Federation,3273,77.080131799900002,101.181925825999997
3274,2649,2649 Russian Federation,3274,77.111008958599996,101.257091838999997
3275,2650,2650 Russian Federation,3275,77.128879534800006,101.319740178000004
3276,2651,2651 Russian Federation,3276,77.386770484400003,102.207226005999999
3277,10088,10088 Russian Federation,3277,78.405301610999999,100.047512913999995
3278,10089,10089 Russian Federation,3278,78.446769702099999,100.103870260999997
3279,10090,10090 Russian Federation,3279,78.458503710900004,100.124702322999994
3280,10091,10091 Russian Federation,3280,78.486241818500005,100.145751533999999
3281,10092,10092 Russian Federation,3281,78.635224567300000,100.236105163000005
3282,10093,10093 Russian Federation,3282,78.746410357900004,100.384151324000001
3283,10094,10094 Russian Federation,3283,78.758613586899997,100.425652513000003
3284,10095,10095 Russian Federation,3284,78.779004811199997,100.519906105000004
3285,10096,10096 Russian Federation,3285,78.791831958299994,100.582477433999998
3286,10097,10097 Russian Federation,3286,78.806942006699998,100.873681919000006
3287,10098,10098 Russian Federation,3287,78.887030228399993,100.781901687000001
3288,10099,10099 Russian Federation,3288,78.907672870300004,100.803264480999999
3289,10100,10100 Russian Federation,3289,78.923824298599996,100.824100357000006
3290,10101,10101 Russian Federation,3290,78.944660174999996,100.850974898999993
3291,10102,10102 Russian Federation,3291,78.974613454600004,100.891393996000005
3292,10103,10103 Russian Federation,3292,78.992286670499993,100.936229566999998
3293,10104,10104 Russian Federation,3293,79.000499713699995,100.957065443999994
3294,10105,10105 Russian Federation,3294,79.013575715499996,101.289163752999997
3295,10106,10106 Russian Federation,3295,79.162128035400002,101.108830413000007
3296,10107,10107 Russian Federation,3296,79.238685317100007,101.402853093000004
3297,10108,10108 Russian Federation,3297,79.330273941200005,101.538189395000003
3298,10109,10109 Russian Federation,3298,79.311924957399995,101.927568819000001
3299,10110,10110 Russian Federation,3299,79.336320831199998,102.143388419000004
3300,2630,2630 Russian Federation,3300,76.705825797399996,111.200271486000005
3301,2632,2632 Russian Federation,3301,76.694092701499997,107.912937099000004
3302,2633,2633 Russian Federation,3302,76.733873176000003,108.077758450999994
3303,10181,10181 Russian Federation,3303,77.387462083499997,106.710324321000002
3304,10186,10186 Russian Federation,3304,77.241262182300005,107.452886384999999
3305,2628,2628 Russian Federation,3305,74.488741868199995,110.393405118999993
3306,2629,2629 Russian Federation,3306,75.709223700099997,113.126523672999994
3307,10219,10219 Russian Federation,3307,76.525378754299993,112.326998904999996
3308,10226,10226 Russian Federation,3308,76.360657726599996,113.270696877000006
3309,10227,10227 Russian Federation,3309,76.372847420900001,113.119667777000004
3310,10228,10228 Russian Federation,3310,76.404640791000006,113.277630268999999
3311,2666,2666 Russian Federation,3311,72.220870863100004,79.950736498099999
3312,2671,2671 Russian Federation,3312,72.374370110699999,78.827052265299997
3313,2672,2672 Russian Federation,3313,72.115568216599996,77.937594842500005
3314,9517,9517 Russian Federation,3314,73.037952648499996,79.011419513899995
3315,2657,2657 Russian Federation,3315,73.655334813500005,83.027305384700000
3316,2658,2658 Russian Federation,3316,73.312025137999996,80.268527834799997
3317,2659,2659 Russian Federation,3317,73.202106018699993,80.410155576899996
3318,2660,2660 Russian Federation,3318,73.177672178400002,80.244198964000006
3319,2661,2661 Russian Federation,3319,72.353969788000001,81.276321039300001
3320,2662,2662 Russian Federation,3320,72.091925051800004,82.200288842700004
3321,2663,2663 Russian Federation,3321,71.229717529300004,83.157322807000000
3322,2664,2664 Russian Federation,3322,70.641422551800005,82.450883375700002
3323,2665,2665 Russian Federation,3323,70.224905038599999,82.306425069800000
3324,2667,2667 Russian Federation,3324,72.090797870399996,80.801286695599998
3325,2668,2668 Russian Federation,3325,72.038430607099997,80.797459048700006
3326,2669,2669 Russian Federation,3326,72.068194917000000,80.795665975600002
3327,2670,2670 Russian Federation,3327,71.010269144899993,82.200050293000004
3328,9521,9521 Russian Federation,3328,73.514723941699998,80.208746617200006
3329,9522,9522 Russian Federation,3329,73.550830434800005,80.069356806299993
3330,9523,9523 Russian Federation,3330,73.568399213800006,80.245847313499993
3331,9539,9539 Russian Federation,3331,70.986639409199995,82.411879853800002
3332,9541,9541 Russian Federation,3332,74.072031953000007,82.463265748900000
3333,9542,9542 Russian Federation,3333,74.137403003100005,82.349481101199999
3334,9543,9543 Russian Federation,3334,74.158157625300007,82.550123850000006
3335,9550,9550 Russian Federation,3335,70.621262376999994,83.268143110799997
3336,9551,9551 Russian Federation,3336,70.143234729200003,82.930477444000005
3337,9552,9552 Russian Federation,3337,70.900439610700005,83.144315251999998
3338,9553,9553 Russian Federation,3338,74.058651300600005,83.213648011700002
3339,9554,9554 Russian Federation,3339,70.480894317099995,83.484309679600003
3340,9555,9555 Russian Federation,3340,70.488105376700005,83.472685339300000
3341,9590,9590 Russian Federation,3341,74.015901801400005,84.150366675000001
3342,9635,9635 Russian Federation,3342,74.435103400200006,84.654638202100003
3343,2654,2654 Russian Federation,3343,74.138238670299998,86.787734216999993
3344,2655,2655 Russian Federation,3344,73.883201580900007,87.662784496300006
3345,2656,2656 Russian Federation,3345,73.577236242300003,86.710564667499995
3346,9724,9724 Russian Federation,3346,74.578119691300003,85.400697638599993
3347,9726,9726 Russian Federation,3347,74.390410003599996,85.391081591299994
3348,9750,9750 Russian Federation,3348,74.744047051300001,85.398463318899999
3349,9774,9774 Russian Federation,3349,74.493905987000005,85.945186037200003
3350,9894,9894 Russian Federation,3350,73.656902365799994,86.647786400300006
3351,9912,9912 Russian Federation,3351,74.807656687600002,86.627428023400000
3352,9956,9956 Russian Federation,3352,74.901092511000002,86.690536413700002
3353,9958,9958 Russian Federation,3353,73.712452008499994,87.060921270400002
3354,2623,2623 Russian Federation,3354,73.764212768099995,110.572410938999994
3355,2625,2625 Russian Federation,3355,73.240541990400004,108.042992036000001
3356,2626,2626 Russian Federation,3356,73.318615820299996,106.724141110000005
3357,2627,2627 Russian Federation,3357,73.538173664100000,107.132522488999996
3358,2622,2622 Russian Federation,3358,73.720515236500006,112.625377998999994
3359,2624,2624 Russian Federation,3359,73.723103979200005,110.887996626000003
3360,9386,9386 Russian Federation,3360,70.236013796899996,59.552081539699998
3361,2723,2723 Russian Federation,3361,67.765976179899994,45.589000891300003
3362,2724,2724 Russian Federation,3362,66.381196013899995,44.175688090700000
3363,2721,2721 Russian Federation,3363,67.951803209700003,49.541108602800001
3364,2722,2722 Russian Federation,3364,67.678439956299997,48.275545368899998
3365,9285,9285 Russian Federation,3365,68.792022229500006,49.318420328300000
3366,2716,2716 Russian Federation,3366,68.720825171800001,59.923324552200000
3367,2717,2717 Russian Federation,3367,68.207283665600002,54.222785484100001
3368,2718,2718 Russian Federation,3368,68.245695612800006,53.436824071399997
3369,2719,2719 Russian Federation,3369,68.340899896699995,53.311863835700002
3370,2720,2720 Russian Federation,3370,68.617261194500003,52.528051712299998
3371,9291,9291 Russian Federation,3371,68.438689537499997,51.125857908000000
3372,9358,9358 Russian Federation,3372,68.767247707999999,57.560398915800000
3373,9381,9381 Russian Federation,3373,69.257896985499997,59.012376112399998
3374,2715,2715 Russian Federation,3374,68.906852580299997,66.575919106599997
3375,2621,2621 Russian Federation,3375,73.665943346199995,116.116207864000003
3376,10221,10221 Russian Federation,3376,74.125165935200002,112.424647050000004
3377,2620,2620 Russian Federation,3377,73.011166896000006,119.574429438999999
3378,2617,2617 Russian Federation,3378,72.578931545600000,124.871457945000003
3379,2618,2618 Russian Federation,3379,72.969688927199996,121.588290401999998
3380,2619,2619 Russian Federation,3380,72.930792809300002,121.037755540999996
3381,2613,2613 Russian Federation,3381,71.752358208000004,128.836737593999999
3382,2614,2614 Russian Federation,3382,71.916358944999999,129.083076385999988
3383,2615,2615 Russian Federation,3383,71.279903803799996,129.569918061000010
3384,2616,2616 Russian Federation,3384,72.141018043200006,128.161658858999999
3385,2608,2608 Russian Federation,3385,71.614075057799994,135.584691848000006
3386,2609,2609 Russian Federation,3386,71.684707640499994,132.963287264000002
3387,2610,2610 Russian Federation,3387,70.871694760300002,130.565272888999999
3388,2611,2611 Russian Federation,3388,70.946226665400005,130.717921958000005
3389,2612,2612 Russian Federation,3389,70.837280270899996,130.892272864000006
3390,2596,2596 Russian Federation,3390,71.505444765700005,139.075997572999995
3391,2597,2597 Russian Federation,3391,71.757817646299998,139.696827562999999
3392,2598,2598 Russian Federation,3392,71.927897972400004,139.538140308000010
3393,2599,2599 Russian Federation,3393,72.052967073800005,139.703514009999992
3394,2600,2600 Russian Federation,3394,72.100030472399993,139.745904945000007
3395,2601,2601 Russian Federation,3395,72.125579836300005,139.790656954000013
3396,2602,2602 Russian Federation,3396,72.232414740699994,139.673875470000013
3397,2603,2603 Russian Federation,3397,72.245275383999996,139.098577059000007
3398,2604,2604 Russian Federation,3398,72.501304098600002,139.750418289000010
3399,2605,2605 Russian Federation,3399,71.333444316300003,138.117714852999995
3400,2606,2606 Russian Federation,3400,71.141682792899999,137.909761916999997
3401,2607,2607 Russian Federation,3401,71.279289246299996,137.421920690000007
3402,2586,2586 Russian Federation,3402,72.183334744299998,145.738267756999988
3403,2587,2587 Russian Federation,3403,72.657063336600004,143.962793306999998
3404,2588,2588 Russian Federation,3404,72.651069005599993,143.851365144999988
3405,2589,2589 Russian Federation,3405,72.652488712999997,143.800949007000014
3406,2590,2590 Russian Federation,3406,72.701398185599999,142.721582162000004
3407,2591,2591 Russian Federation,3407,72.512996981599997,140.723506514000007
3408,2592,2592 Russian Federation,3408,72.791225436500000,140.706725981999995
3409,2593,2593 Russian Federation,3409,72.796936038300004,140.685897734999998
3410,2594,2594 Russian Federation,3410,72.840845511900000,140.616994653000006
3411,2595,2595 Russian Federation,3411,72.863481799100001,141.162234447999992
3412,2584,2584 Russian Federation,3412,71.463188177899994,149.865646282000000
3413,2585,2585 Russian Federation,3413,71.803344732799999,148.840743935999996
3414,2582,2582 Russian Federation,3414,71.086855036399996,156.372627241000004
3415,2583,2583 Russian Federation,3415,71.351756784800003,151.238896122000000
3416,2576,2576 Russian Federation,3416,69.701077846700002,163.766666907000001
3417,2577,2577 Russian Federation,3417,69.669475566000003,162.424705442999993
3418,2578,2578 Russian Federation,3418,69.635828271400001,162.205984042000011
3419,2579,2579 Russian Federation,3419,69.060462961400006,161.504424986999993
3420,2580,2580 Russian Federation,3420,69.069326505800007,161.044783101999997
3421,2581,2581 Russian Federation,3421,69.682964334700003,160.499397213000009
3422,11444,11444 Russian Federation,3422,75.066888502699996,137.353892481999992
3423,11445,11445 Russian Federation,3423,75.344490487300007,136.865396078000003
3424,11446,11446 Russian Federation,3424,75.505437187100000,137.199734651000000
3425,11447,11447 Russian Federation,3425,75.718214931399999,137.076066195999999
3426,11448,11448 Russian Federation,3426,75.985142826000001,137.582976741000010
3427,11449,11449 Russian Federation,3427,76.095874790400003,138.090667610999986
3428,11450,11450 Russian Federation,3428,76.020406680299999,139.508130910000006
3429,11451,11451 Russian Federation,3429,75.474750595000003,142.546496850000011
3430,11468,11468 Russian Federation,3430,75.698888187799994,140.647822200000007
3431,11469,11469 Russian Federation,3431,76.067455297099997,140.885269053000002
3432,11470,11470 Russian Federation,3432,76.088250238300006,140.858440992999988
3433,11471,11471 Russian Federation,3433,76.078784144300002,140.977966046999995
3434,10270,10270 Russian Federation,3434,74.286209373999995,116.004319948000003
3435,10352,10352 Russian Federation,3435,73.031128770099997,119.955690806999996
3436,10437,10437 Russian Federation,3436,72.908694883400003,122.187100103000006
3437,10441,10441 Russian Federation,3437,72.863455466199994,122.953804456000000
3438,10450,10450 Russian Federation,3438,73.917715435500000,124.475946371999996
3439,10500,10500 Russian Federation,3439,72.703163464799999,124.289078712999995
3440,10501,10501 Russian Federation,3440,73.056415553099995,123.326328180999994
3441,10502,10502 Russian Federation,3441,73.561302181399995,125.172897238999994
3442,10453,10453 Russian Federation,3442,73.613015844600000,125.752444416000003
3443,10509,10509 Russian Federation,3443,73.456474456199999,126.559368820000003
3444,10511,10511 Russian Federation,3444,72.976581163700004,126.608589081000005
3445,10512,10512 Russian Federation,3445,73.520150732399998,126.832156049000005
3446,10513,10513 Russian Federation,3446,73.473132265800004,127.900280519999995
3447,10514,10514 Russian Federation,3447,73.169351272300005,128.962589200999986
3448,10515,10515 Russian Federation,3448,72.763780255800000,127.812265350000004
3449,10520,10520 Russian Federation,3449,72.289746055300000,126.644215482999996
3450,10524,10524 Russian Federation,3450,71.988418869300006,127.045451825000001
3451,10630,10630 Russian Federation,3451,72.669448600899997,128.336711253999994
3452,10637,10637 Russian Federation,3452,73.495744779399999,127.722855381000002
3453,10665,10665 Russian Federation,3453,72.550806895299999,128.529728086000006
3454,10675,10675 Russian Federation,3454,72.955151932299998,128.989744913000010
3455,10676,10676 Russian Federation,3455,72.274451846800005,128.077898409999989
3456,10677,10677 Russian Federation,3456,72.797133841600001,128.792664618999993
3457,11358,11358 Russian Federation,3457,71.479702435600004,137.476560806999998
3458,11428,11428 Russian Federation,3458,71.660818044799996,138.549372973000004
3459,11441,11441 Russian Federation,3459,74.724794922000001,139.430420478000002
3460,11442,11442 Russian Federation,3460,74.749161222900000,138.474232723999990
3461,11443,11443 Russian Federation,3461,74.863697652699997,137.862820967999994
3462,11613,11613 Russian Federation,3462,73.331908089300001,141.468301348000011
3463,11614,11614 Russian Federation,3463,73.364562699600000,139.688499871000005
3464,11615,11615 Russian Federation,3464,73.457917189499994,140.249116659000009
3465,11460,11460 Russian Federation,3465,73.946448547200006,140.279762312999992
3466,11461,11461 Russian Federation,3466,74.117914554699993,140.076721740000011
3467,11462,11462 Russian Federation,3467,74.206615451800005,140.129585165999998
3468,11463,11463 Russian Federation,3468,74.214435581199993,140.150421042999994
3469,11464,11464 Russian Federation,3469,73.946262720299998,140.666388850999994
3470,11616,11616 Russian Federation,3470,73.668495182000001,140.748184108000004
3471,11617,11617 Russian Federation,3471,73.689331058500002,140.768875025000000
3472,11618,11618 Russian Federation,3472,73.710311893400004,140.789710901999996
3473,11619,11619 Russian Federation,3473,73.731860980299999,140.811106386999995
3474,11620,11620 Russian Federation,3474,73.750465396899997,140.832656762999989
3475,11621,11621 Russian Federation,3475,73.875514561200006,142.236760330000010
3476,11723,11723 Russian Federation,3476,69.514709482699999,161.433319028999989
3477,11724,11724 Russian Federation,3477,69.231693668299997,161.323595691999998
3478,11735,11735 Russian Federation,3478,69.555023151100002,161.749897653000005
3479,2967,2967 Russian Federation,3479,55.084739523600000,21.203576999399999
3480,2968,2968 Russian Federation,3480,55.146120598600000,20.838043727199999
3481,2974,2974 Russian Federation,3481,55.091444123300001,20.713218395399998
3482,2975,2975 Russian Federation,3482,54.880639263299997,19.925281498600000
3483,2976,2976 Russian Federation,3483,54.949074041800003,20.020467931199999
3484,2978,2978 Russian Federation,3484,54.747761983899998,19.947438498800000
3485,2979,2979 Russian Federation,3485,54.707305892000001,19.917697907699999
3486,2980,2980 Russian Federation,3486,54.678287947599998,19.893365011800000
3487,2981,2981 Russian Federation,3487,54.676984770799997,19.953138352600000
3488,2982,2982 Russian Federation,3488,54.717036289600003,20.031771869200000
3489,2977,2977 Russian Federation,3489,54.943578818200002,20.239199116500000
3490,2983,2983 Russian Federation,3490,54.704307540000002,20.134262086100001
3491,2984,2984 Russian Federation,3491,54.693120799399999,20.229142047500002
3492,2985,2985 Russian Federation,3492,54.680686770400001,20.344923277199999
3493,2986,2986 Russian Federation,3493,54.648847563799997,20.334408761100001
3494,2987,2987 Russian Federation,3494,54.621414168500003,20.268609047999998
3495,542,542 Turkey,3495,40.613611653299998,26.409716992900002
3496,716,716 Turkey,3496,39.499091521799997,26.386215535600002
3497,9246,9246 Turkey,3497,40.221227349000003,25.829854776900000
3498,722,722 Turkey,3498,38.335465806599998,26.750097316300000
3499,8827,8827 United Kingdom,3499,49.198608385199996,-2.133055442610000
3500,664,664 Georgia,3500,43.089799019799997,40.714060690399997
3501,665,665 Georgia,3501,42.985980928899998,40.997092840100002
3502,666,666 Georgia,3502,42.798924164399999,41.218024144600001
3503,667,667 Georgia,3503,42.583706560700001,41.514071577700001
3504,668,668 Georgia,3504,42.313866341100002,41.612504643100003
3505,671,671 Georgia,3505,41.956311925800001,41.761747688800000
3506,672,672 Georgia,3506,41.765084776800002,41.749176876400000
3507,673,673 Georgia,3507,41.638061050399997,41.627305890599999
3508,674,674 Georgia,3508,41.581293099699998,41.575460432400000
3509,675,675 Georgia,3509,41.547437661499998,41.549573896799998
3510,669,669 Georgia,3510,42.118118263699998,41.663910866700000
3511,670,670 Georgia,3511,42.034280770199999,41.715744016899997
3512,9260,9260 Greece,3512,35.604025270699999,27.178384815200001
3513,9261,9261 Greece,3513,36.093927091300003,28.040835117600000
3514,9241,9241 Greece,3514,35.405724164399999,24.912954279200001
3515,9244,9244 Greece,3515,35.095507734999998,24.666826388099999
3516,9240,9240 Greece,3516,34.933752060499998,24.878728866599999
3517,9243,9243 Greece,3517,34.930730042299999,24.984865202000002
3518,9242,9242 Greece,3518,34.944806642600000,25.128759407600000
3519,11577,11577 Japan,3519,44.997077928600000,141.691223108000003
3520,11578,11578 Japan,3520,45.037498687599999,142.520997795999989
3521,11611,11611 Japan,3521,45.357545405499998,140.999231962000010
3522,11624,11624 Japan,3522,45.227064495100002,141.257360271000010
3523,11484,11484 Japan,3523,42.127125532400001,139.522850992999992
3524,11569,11569 Japan,3524,42.092042540400001,140.046267414999988
3525,11563,11563 Japan,3525,42.577741815499998,140.585970011000001
3526,11564,11564 Japan,3526,41.822298657200001,140.687814973000002
3527,11565,11565 Japan,3527,42.371026217100002,140.910902380000010
3528,11566,11566 Japan,3528,42.586766402899997,141.496967218999998
3529,11567,11567 Japan,3529,42.501892752700002,141.988393617000014
3530,11568,11568 Japan,3530,42.361531123600003,143.373760006999987
3531,11570,11570 Japan,3531,43.022667273800003,144.766948235999990
3532,11571,11571 Japan,3532,43.173616597900001,141.020179180000014
3533,11573,11573 Japan,3533,43.246006789600003,141.363613455000007
3534,11574,11574 Japan,3534,43.596110214200003,141.373747919000010
3535,11575,11575 Japan,3535,44.321740563799999,141.677285732999991
3536,11576,11576 Japan,3536,43.911109076199999,144.695975354000012
3537,11579,11579 Japan,3537,44.497654459600000,143.110703774999990
3538,11580,11580 Japan,3538,44.158803982400002,143.699190554000012
